"","intercambio","genero","uni","conocimiento_intercambio","prendas_entrada","prendas_salida","puntos_entrada","puntos_salida","hora_inscripcion","destacable_evento","repetidor","puntos_extra","puntos_antes","hora_entrada","fiel_intercambio","entrada_prenda_1","entrada_prenda_2","entrada_prenda_3","entrada_prenda_4","entrada_prenda_5","hora_salida","salida_prenda_1","salida_prenda_2","salida_prenda_3","salida_prenda_4","salida_prenda_5","salida_prenda_6","salida_prenda_7","salida_prenda_8","salida_prenda_9"
"575","2024_11","Mujer","UC3M","Comunicación UC3M",5,NA,24,NA,2024-11-13 17:09:12.066,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2024_11","Hombre","UC3M",NA,4,NA,15,NA,2024-11-13 18:11:23.006,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-13 18:23:05.894,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","2024_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2024-11-13 19:47:53.035,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","2024_11","Mujer","UC3M","Amigo organizador",3,NA,9,7,2024-11-13 21:14:25.692,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2024_11","Mujer","UDIT","Amigos",NA,NA,NA,NA,2024-11-13 21:18:11.998,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2024_11","Hombre","UC3M",NA,NA,NA,NA,NA,2024-11-13 21:36:35.807,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2024_11","No binario","UC3M",NA,NA,NA,NA,NA,2024-11-13 21:39:15.662,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2024_11","Mujer","UC3M",NA,5,7,25,3,2024-11-13 22:35:19.506,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2024_11","No binario","UC3M",NA,NA,NA,NA,NA,2024-11-13 23:12:15.442,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2024_11","No binario","UC3M","Amigos",NA,NA,NA,NA,2024-11-14 06:59:01.122,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2024_11","Mujer","UC3M",NA,NA,4,NA,NA,2024-11-14 11:29:16.308,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2024_11","Mujer","URJC",NA,NA,NA,12,3,2024-11-14 11:42:13.562,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2024_11","Hombre","UC3M","Amigo organizador",3,4,15,1,2024-11-14 12:28:38.249,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2024_11","Mujer","UC3M",NA,2,1,6,3,2024-11-14 13:32:35.002,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2024_11","Mujer","UC3M",NA,4,5,16,1,2024-11-14 13:46:04.953,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2024_11","Mujer","UC3M",NA,4,NA,25,19,2024-11-14 14:43:56.86,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2024_11","Mujer","UC3M","Amigos",5,5,20,6,2024-11-14 15:29:34.533,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2024_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2024-11-14 15:30:16.129,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2024_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2024-11-14 15:30:35.598,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2024_11","Mujer","UC3M","Comunicación UC3M",5,3,21,7,2024-11-14 15:39:35.66,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2024_11","Mujer","UC3M","Amigo organizador",7,7,19,-1,2024-11-14 15:52:31.697,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2024_11","Mujer","URJC",NA,NA,NA,NA,NA,2024-11-14 16:02:11.646,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2024_11","Mujer","UC3M",NA,NA,1,4,1,2024-11-14 16:59:24.29,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2024_11","Mujer","UC3M",NA,3,2,16,NA,2024-11-14 17:03:08.91,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2024_11","Mujer","UCM","Amigo organizador",5,NA,23,NA,2024-11-14 17:16:32.959,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2024_11","Mujer","UC3M",NA,5,5,14,1,2024-11-14 22:07:21.599,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-15 00:11:36.589,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2024_11","Mujer","UC3M","Amigo organizador",2,2,9,3,2024-11-15 09:33:09.5,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2024_11","Mujer","UC3M",NA,1,NA,25,1,2024-11-15 09:41:29.8,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2024_11","Mujer","UC3M","Amigos",4,3,13,2,2024-11-15 11:09:29.224,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2024_11","Mujer","UC3M","Comunicación UC3M",5,5,16,0,2024-11-15 12:52:40.647,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2024_11","Mujer","UC3M","Comunicación UC3M",5,4,24,9,2024-11-15 12:53:16.062,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2024_11","Mujer","UC3M",NA,4,2,10,5,2024-11-15 14:52:33.93,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2024_11","Hombre","UC3M",NA,NA,NA,NA,NA,2024-11-15 18:18:40.083,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2024_11","Mujer","UC3M","Comunicación UC3M",5,4,16,7,2024-11-16 01:05:26.417,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2024_11","Mujer","UC3M",NA,NA,8,22,1,2024-11-16 10:31:45.446,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2024_11","Mujer","No soy de la universidad...",NA,4,3,16,6,2024-11-17 00:44:51.436,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2024_11","Mujer","UCM","Amigo organizador",2,2,6,0,2024-11-18 00:54:33.629,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2024_11","Mujer","UC3M",NA,3,NA,12,NA,2024-11-18 10:44:12.244,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2024_11","Mujer","UC3M","Amigo organizador",5,4,33,15,2024-11-18 10:52:19.584,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2024_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2024-11-18 11:55:46.71,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2024_11","Mujer","UC3M",NA,5,NA,13,1,2024-11-18 12:03:07.474,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2024_11","Mujer","UC3M","Amigo organizador",NA,NA,NA,NA,2024-11-18 15:07:37.515,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2024_11","Mujer","UCM",NA,4,NA,13,5,2024-11-18 23:09:44.367,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2024_11","Mujer","UC3M",NA,5,NA,15,1,2024-11-18 23:52:04.25,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2024_11","Mujer","UC3M",NA,3,2,17,12,2024-11-19 00:14:03.968,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2024_11","Hombre","URJC",NA,2,2,8,3,2024-11-19 09:32:43.44,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2024_11","Mujer","UC3M","Comunicación UC3M",4,5,14,0,2024-11-19 11:44:19.607,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2024_11","Mujer","UC3M","Amigos",5,4,23,3,2024-11-19 11:45:07.012,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2024_11","Hombre","UC3M","Amigos",4,4,15,4,2024-11-19 11:45:35.708,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2024_11","No binario","UC3M",NA,3,NA,7,5,2024-11-19 11:53:22.171,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","2024_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2024-11-19 12:22:12.076,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","2024_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2024-11-19 15:39:22.005,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","2024_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2024-11-19 16:30:44.52,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2024_11","Mujer","UC3M","Amigos",5,4,15,4,2024-11-19 16:56:35.217,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2024_11","Hombre","UC3M",NA,5,NA,18,1,2024-11-19 17:17:56.58,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2024_11","Mujer","Voy a un grado","Comunicación UC3M",5,NA,33,11,2024-11-19 18:32:24.075,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2024_11","Mujer","UC3M","Comunicación UC3M",5,NA,25,19,2024-11-19 18:56:50.142,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2024_11","Mujer","UC3M","Comunicación UC3M",NA,NA,6,0,2024-11-19 20:50:34.977,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2024_11","Mujer","UC3M",NA,3,NA,8,2,2024-11-19 20:48:54.725,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2024_11","Mujer","No soy de la universidad...","Amigos",5,NA,19,NA,2024-11-19 21:24:04.942,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2024_11","Hombre","UC3M",NA,4,4,19,4,2024-11-19 21:55:16.387,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2024_11","Hombre","UC3M",NA,NA,NA,NA,NA,2024-11-19 22:07:23.815,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2024_11","Mujer","UC3M","Amigo organizador",3,2,14,9,2024-11-19 22:23:30.107,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2024_11","Mujer","UC3M",NA,5,1,17,11,2024-11-19 22:30:00.155,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2024_11","Mujer","No soy de la universidad...","Amigo organizador",5,6,18,0,2024-11-19 22:40:12.053,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2024_11","Hombre","UC3M","Amigos",3,NA,12,NA,2024-11-19 22:58:07.974,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2024_11","Hombre","UC3M",NA,5,NA,20,NA,2024-11-19 23:05:48.892,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2024_11","Mujer","UC3M",NA,NA,5,28,11,2024-11-20 00:04:03.316,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2024_11","Mujer","UC3M",NA,5,NA,15,NA,2024-11-20 01:44:45.108,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2024_11","Mujer","UC3M","Comunicación UC3M",1,2,6,1,2024-11-20 08:37:34.391,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2024_11","Mujer","UC3M",NA,NA,2,25,NA,2024-11-20 10:01:42.404,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2024_11","Mujer","UC3M",NA,NA,2,25,NA,2024-11-20 10:16:52.425,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2024_11","Mujer","No soy de la universidad...","Amigo organizador",4,3,16,6,2024-11-20 10:18:46.35,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2024_11","Mujer","UC3M","Amigos",5,3,25,8,2024-11-20 11:11:34.192,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2024_11","Mujer","UC3M","Amigo organizador",5,1,19,13,2024-11-20 11:15:32.586,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2024_11","Mujer","UC3M","Amigos",5,1,20,5,2024-11-20 11:18:32.385,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2024_11","Mujer","UC3M","Amigos",NA,1,5,1,2024-11-20 11:23:04.371,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2024_11","No binario","No soy de la universidad...","Amigos",5,NA,13,8,2024-11-20 11:44:04.34,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2024_11","Hombre","UC3M","Amigos",NA,1,5,4,2024-11-20 11:47:55.799,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2024_11","Hombre","UC3M","Amigo organizador",NA,2,12,9,2024-11-20 11:48:24.879,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2024_11","Mujer","UC3M","Amigos",2,1,6,2,2024-11-20 11:50:44.451,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2024_11","Hombre","UC3M","Amigos",NA,2,4,NA,2024-11-20 11:51:39.647,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2024_11","Mujer","UC3M","Amigo organizador",4,NA,9,3,2024-11-20 11:51:49.392,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2024_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2024-11-20 11:59:34.576,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2024_11","Mujer","UCM","Amigo organizador",2,2,11,1,2024-11-20 12:14:46.759,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2024_11","Hombre","UC3M","Amigos",NA,NA,4,NA,2024-11-20 12:25:35.572,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2024_11","Hombre","UC3M","Amigo organizador",3,NA,17,NA,2024-11-20 12:27:05.851,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2024_11","No binario","No soy de la universidad...",NA,NA,4,6,-11,2024-11-20 12:28:19.72,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2024_11","Mujer","UC3M",NA,4,4,11,2,2024-11-20 12:29:24.797,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2024_11","Mujer","UC3M","Amigos",3,1,9,7,2024-11-20 12:30:38.534,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2024_11","Hombre","UC3M","Amigos",5,4,13,4,2024-11-20 12:36:11.809,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2024_11","Hombre","UC3M","Amigos",NA,NA,5,NA,2024-11-20 12:39:38.327,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2024_11","Mujer","UC3M","Amigos",NA,NA,5,NA,2024-11-20 12:40:14.124,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2024_11","Mujer","UC3M","Amigos",NA,NA,5,NA,2024-11-20 12:41:32.62,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2024_11","Mujer","UC3M",NA,2,3,12,2,2024-11-20 12:45:15.362,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2024_11","Mujer","UC3M",NA,NA,NA,3,NA,2024-11-20 12:48:12.654,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2024_11","Mujer","UC3M","Amigo organizador",3,NA,9,NA,2024-11-20 13:01:09.337,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2024_11","Mujer","UC3M","Amigos",3,3,16,4,2024-11-20 13:09:19.287,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2024_11","Mujer","UC3M","Amigos",5,NA,12,0,2024-11-20 13:23:43.221,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2024_11","Mujer","UC3M","Amigos",5,3,15,1,2024-11-20 13:26:07.84,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2024_11","Mujer","UC3M","Amigo organizador",3,NA,14,5,2024-11-20 13:29:38.621,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2024_11","Hombre","UCM","Amigos",4,3,16,11,2024-11-20 13:36:27.462,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2024_11","Mujer","UC3M",NA,5,6,22,8,2024-11-20 13:43:48.536,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2024_11","Mujer","UC3M","Amigo organizador",NA,NA,3,NA,2024-11-20 13:47:48.301,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2024_11",NA,NA,NA,2,NA,9,1,2024-11-20 13:55:50.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2024_11","Mujer","UC3M","Amigo organizador",1,NA,8,0,2024-11-20 13:57:23.939,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2024_11","Hombre","UC3M",NA,1,NA,11,0,2024-11-20 14:11:53.018,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2024_11","Mujer","UC3M",NA,5,3,14,3,2024-11-20 14:16:46.904,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2024_11","Mujer","UC3M","Amigo organizador",5,NA,11,NA,2024-11-20 14:21:39.147,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2024_11","Mujer","UC3M","Amigos",NA,1,2,0,2024-11-20 14:24:23.76,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2024_11","Mujer","UC3M","Amigo organizador",8,NA,24,NA,2024-11-20 14:27:44.714,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2024_11","Mujer","UC3M",NA,2,1,7,4,2024-11-20 14:41:58.397,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2024_11","Mujer","UC3M",NA,5,2,14,10,2024-11-20 14:57:12.489,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2024_11","Mujer","UC3M","Amigo organizador",3,2,9,1,2024-11-20 15:04:50.218,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2024_11","Mujer","UC3M",NA,3,2,13,7,2024-11-20 15:17:19.016,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2024_11","Mujer","UC3M","Amigos",4,2,14,8,2024-11-20 15:31:54.464,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2024_11","Mujer","No soy de la universidad...",NA,5,4,16,0,2024-11-20 15:32:10.127,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
